NUM_ID,ID,set,Extractor,Host.species,Host.family,Host.order,Host.class,Host.phyla,Host.kingdom,Host.Age,Habitat,Water,Migration,Thermal.biology,Disease.species,Disease.isolate,Disease.type,Detection.method,Detection.Detail,Transmission.mode,ecto.endo.parasite,Latitude,Longitude,Location,Month.s.,Year,Date,Span,n,Infected,Prevalence,Paper,Full.citation,Longterm.tmp,bio7,Longterm.pre,Monthly.tmp,Monthly.pre,Uninfected,abslat
597,MM.2160,MM,OS,Callorhinus ursinus,Otariidae,Carnivora,Mammalia,Chordata,Animalia,,Aquatic,Marine,yes,Endothermic,Unicinaria lucasi,,Helminth,,,direct,endoparasite,57.12,-170.28,"St. Paul Island, Alaska, USA",July - August,2007,200707,2,64,4,0.0625,Ionita et al. 2008,"Ionita, M., M. G. Varela, E. T. Lyons, T. R. Spraker and S. C. Tolliver. 2008. Hookworms (uncinaria lucasi) and acanthocephalans (corynosoma spp. And bolbosoma spp.) found in dead northern fur seals (callorhinus ursinus) on st. Paul island, alaska in 2007. Parasitology Research 103: 1025-1029",1.6,18,609,9.55,545,60,57.12
765,AM.8208,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Haemoproteus,TUSW08,Protozoa,,,indirect,endoparasite,55.18791667,-162.8037833,"Cold Bay, Alaska, United States",July - August,2008,200807,2,104,3,0.028846,Ramey et al 2012,,3.4,18.2,958,9.65,367,101,55.18791667
766,AM.8181,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Leucocytozoon,TUSW02,Protozoa,,,indirect,endoparasite,55.18791667,-162.8037833,"Cold Bay, Alaska, United States",July - August,2008,200807,2,104,2,0.019231,Ramey et al 2012,,3.4,18.2,958,9.65,367,102,55.18791667
767,AM.8178,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Leucocytozoon,TUSW01,Protozoa,,,indirect,endoparasite,55.18791667,-162.8037833,"Cold Bay, Alaska, United States",July - August,2008,200807,2,104,2,0.019231,Ramey et al 2012,,3.4,18.2,958,9.65,367,102,55.18791667
782,FI.3,FI,OS,Oncorhynchus mykiss,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Both,yes,Ectothermic,Yersinia ruckeri,NA,Bacteria,Histopathology,"Kidney, Culture: Brain-Heart Infusion Agar, Culture: Brain-Heart Infusion Agar",direct,endoparasite,60.8,-160.95,"Kisaralik River, , Alaska",October,1998,199810,1,72,1,0.013889,US fish disease surveying,,-1.4,35.9,457,-0.4,457,71,60.8
1302,AM.8207,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Haemoproteus,TUSW08,Protozoa,,,indirect,endoparasite,58.682,-156.9145333,"King Salmon, Alaska, United States",July - August,2008,200807,2,103,9,0.087379,Ramey et al 2012,,1,30.8,509,11.55,608,94,58.682
1303,AM.8205,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Haemoproteus,TUSW06,Protozoa,,,indirect,endoparasite,58.682,-156.9145333,"King Salmon, Alaska, United States",July - August,2008,200807,2,103,20,0.194175,Ramey et al 2012,,1,30.8,509,11.55,608,83,58.682
1304,AM.2239,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Haemoproteus,CYGNUS01,Protozoa,,,indirect,endoparasite,58.682,-156.9145333,"King Salmon, Alaska, United States",July - August,2008,200807,2,103,17,0.165049,Ramey et al 2012,,1,30.8,509,11.55,608,86,58.682
1305,AM.8199,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Leucocytozoon,TUSW05,Protozoa,,,indirect,endoparasite,58.682,-156.9145333,"King Salmon, Alaska, United States",July - August,2008,200807,2,103,1,0.009709,Ramey et al 2012,,1,30.8,509,11.55,608,102,58.682
1306,AM.8191,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Leucocytozoon,TUSW04,Protozoa,,,indirect,endoparasite,58.682,-156.9145333,"King Salmon, Alaska, United States",July - August,2008,200807,2,103,1,0.009709,Ramey et al 2012,,1,30.8,509,11.55,608,102,58.682
1307,AM.8183,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Leucocytozoon,TUSW03,Protozoa,,,indirect,endoparasite,58.682,-156.9145333,"King Salmon, Alaska, United States",July - August,2008,200807,2,103,2,0.019417,Ramey et al 2012,,1,30.8,509,11.55,608,101,58.682
1308,AM.8180,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Leucocytozoon,TUSW02,Protozoa,,,indirect,endoparasite,58.682,-156.9145333,"King Salmon, Alaska, United States",July - August,2008,200807,2,103,20,0.194175,Ramey et al 2012,,1,30.8,509,11.55,608,83,58.682
1309,AM.8177,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Leucocytozoon,TUSW01,Protozoa,,,indirect,endoparasite,58.682,-156.9145333,"King Salmon, Alaska, United States",July - August,2008,200807,2,103,22,0.213592,Ramey et al 2012,,1,30.8,509,11.55,608,81,58.682
1310,AM.971,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Plasmodium,BT7,Protozoa,,,indirect,endoparasite,58.682,-156.9145333,"King Salmon, Alaska, United States",July - August,2008,200807,2,103,1,0.009708738,Ramey et al 2012,,1,30.8,509,11.55,608,102,58.682
1378,AM.958,AM,NA,Calidris melanotos,Scolopacidae,Charadriiformes,Aves,Chordata,Animalia,,Terrestrial,None,yes,Endothermic,Plasmodium,BT7,Protozoa,,,indirect,endoparasite,71.3,-156.7833333,"Barrow, Alaska, United States",May - July,2006,200605,3,114,1,0.008772,Yohannes et al 2009,,-12.2,38.5,113,0.633333333,115,113,71.3
1379,AM.7074,AM,NA,Calidris melanotos,Scolopacidae,Charadriiformes,Aves,Chordata,Animalia,,Terrestrial,None,yes,Endothermic,Plasmodium,SW5,Protozoa,,,indirect,endoparasite,71.3,-156.7833333,"Barrow, Alaska, United States",May - July,2006,200605,3,114,1,0.008772,Yohannes et al 2009,,-12.2,38.5,113,0.633333333,115,113,71.3
1380,AM.5300,AM,NA,Calidris melanotos,Scolopacidae,Charadriiformes,Aves,Chordata,Animalia,,Terrestrial,None,yes,Endothermic,Plasmodium,PESA01,Protozoa,,,indirect,endoparasite,71.3,-156.7833333,"Barrow, Alaska, United States",May - July,2006,200605,3,114,1,0.008772,Yohannes et al 2009,,-12.2,38.5,113,0.633333333,115,113,71.3
1548,FI.36,FI,NA,Oncorhynchus kisutch,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Both,yes,Ectothermic,Aeromonas salmonicida,NA,Bacteria,Histopathology,"Kidney, Culture: Brain-Heart Infusion Agar, Culture: Brain-Heart Infusion Agar",direct,endoparasite,58.65,-156.6,"Naknek River, , Alaska",October,2001,200110,1,46,1,0.021739,US fish disease surveying,,1.1,30.9,518,-1.7,954,45,58.65
1689,BD.566,BD,BS,Eleutherodactylus coqui,Eleutherodactylidae,Anura,Amphibia,Chordata,Animalia,Adult,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,20.9,-156.3,Hawaii,August,2004,200408,1,6,0,0,Beard and O'Neill 2005,,21.9,11.8,1887,24.9,2290,6,20.9
1690,BD.567,BD,BS,Eleutherodactylus coqui,Eleutherodactylidae,Anura,Amphibia,Chordata,Animalia,Adult,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,20.9,-156.3,Hawaii,August,2004,200408,1,75,0,0,Beard and O'Neill 2005,,21.9,11.8,1887,24.9,2290,75,20.9
1691,BD.568,BD,BS,Eleutherodactylus coqui,Eleutherodactylidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,20.9,-156.3,Hawaii,August,2004,200408,1,41,2,0.05,Beard and O'Neill 2005,,21.9,11.8,1887,24.9,2290,39,20.9
1712,FI.27,FI,NA,Salvelinus malma,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Both,yes,Ectothermic,Yersinia ruckeri,NA,Bacteria,Histopathology,"Kidney, Culture: Brain-Heart Infusion Agar, Culture: Brain-Heart Infusion Agar",direct,endoparasite,58.16,-156.2,"King Salmon River, , Alaska",August,1998,199808,1,58,1,0.017241,US fish disease surveying,,1.4,27.9,628,10.8,887,57,58.16
2091,BD.557,BD,BS,Eleutherodactylus coqui,Eleutherodactylidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,19.1,-155.8,Hawaii,August,2004,200408,1,24,0,0,Beard and O'Neill 2005,,20,12,1236,20.4,867,24,19.1
2171,BD.564,BD,BS,Eleutherodactylus coqui,Eleutherodactylidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,20.1,-155.6,Hawaii,August,2004,200408,1,7,0,0,Beard and O'Neill 2005,,21.4,11.6,1884,22.4,1262,7,20.1
2204,BD.561,BD,BS,Eleutherodactylus coqui,Eleutherodactylidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,19.6,-155.1,Hawaii,August,2004,200408,1,18,1,0.06,Beard and O'Neill 2005,,21,11.8,4728,21.1,865,17,19.6
2213,BD.562,BD,BS,Eleutherodactylus coqui,Eleutherodactylidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,19.6,-155,Hawaii,August,2004,200408,1,13,0,0,Beard and O'Neill 2005,,23,11.8,3334,25.1,1202,13,19.6
2214,BD.563,BD,BS,Eleutherodactylus coqui,Eleutherodactylidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,19.6,-155,Hawaii,August,2004,200408,1,42,1,0.02,Beard and O'Neill 2005,,23,11.8,3334,25.1,1202,41,19.6
2278,MM.304,MM,SS,Eumetopias jubatus,Otariidae,Carnivora,Mammalia,Chordata,Animalia,,Aquatic,Marine,no,Endothermic,San Miguel sea lion viruses,,Virus,,,direct,endoparasite,57.68,-153.81,"Kodiak Island, Alaska, USA",April - May,1985,198504,2,745,70,0.09396,Barlough et al. 1987,"Barlough, J. E., E. S. Berry, E. A. Goodwin, R. F. Brown, R. L. DeLong, and A. W. Smith. 1987. Antibodies to marine calciviruses in the Steller sea lion (Eumetopias jubatus Schreber). Journal of Wildlife Diseases 23:34-44.",2.9,22.4,1232,-0.2,661,675,57.68
2279,AM.8204,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Haemoproteus,TUSW06,Protozoa,,,indirect,endoparasite,70.40333333,-150.5564167,"Deadhorse, Alaska, United States",July - August,2008,200807,2,100,3,0.03,Ramey et al 2012,,-12,53.4,141,9.75,269,97,70.40333333
2280,AM.8190,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Leucocytozoon,TUSW04,Protozoa,,,indirect,endoparasite,70.40333333,-150.5564167,"Deadhorse, Alaska, United States",July - August,2008,200807,2,100,2,0.02,Ramey et al 2012,,-12,53.4,141,9.75,269,98,70.40333333
2281,AM.8182,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Leucocytozoon,TUSW03,Protozoa,,,indirect,endoparasite,70.40333333,-150.5564167,"Deadhorse, Alaska, United States",July - August,2008,200807,2,100,2,0.02,Ramey et al 2012,,-12,53.4,141,9.75,269,98,70.40333333
2282,AM.8179,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Leucocytozoon,TUSW02,Protozoa,,,indirect,endoparasite,70.40333333,-150.5564167,"Deadhorse, Alaska, United States",July - August,2008,200807,2,100,9,0.09,Ramey et al 2012,,-12,53.4,141,9.75,269,91,70.40333333
2283,AM.8176,AM,NA,Cygnus columbianus,Anatidae,Anseriformes,Aves,Chordata,Animalia,,Aquatic,Freshwater,yes,Endothermic,Leucocytozoon,TUSW01,Protozoa,,,indirect,endoparasite,70.40333333,-150.5564167,"Deadhorse, Alaska, United States",July - August,2008,200807,2,100,8,0.08,Ramey et al 2012,,-12,53.4,141,9.75,269,92,70.40333333
2285,BD.4174,BD,NH,Anaxyrus boreas,Bufonidae,Anura,Amphibia,Chordata,Animalia,Adult,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,59.8,-134.8,"Canada, British Columbia",June,2007,200706,1,8,0,0,Slough 2009,,-1.6,38.5,405,7.8,252,8,59.8
2286,BD.4172,BD,NH,Anaxyrus boreas,Bufonidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,59.4,-133.6,"Canada, British Columbia",May,2008,200805,1,10,10,1,Slough 2009,,0.5,37.5,477,3.6,158,0,59.4
2287,MM.4833,MM,JC,Martes americana,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,,Terrestrial,None,no,Endothermic,Soboliphyme baturini,,Helminth,,,indirect,endoparasite,56,-133,"Prince of Wales Island, Alaska, USA",November - February,2006 - 2007,200611,4,310,170,0.548387,Thomas et al. 2008,"Thomas, J. G., J. N. Pauli, E. Donadio and S. W. Buskirk. 2008. Soboliphyme baturini infection does not affect the nutritional condition of american marten (martes americana) in alaska. Journal of Parasitology 94: 1435-1436",6.5,19.3,2729,0.85,1924.75,140,56
2288,RV.375,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,66.00638889,-128.9375,"Norman Wells, Middle of nowhere swamp, Northwest Territories, Canada",June - July,2007,200706,2,2,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-7.3,56.4,295,16.5,208,2,66.00638889
2289,BD.4175,BD,NH,Anaxyrus boreas,Bufonidae,Anura,Amphibia,Chordata,Animalia,Larvae,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,60.2,-127.4,"Canada, British Columbia",July,2008,200807,1,30,0,0,Slough 2009,,-4.3,50.2,482,12.5,616,30,60.2
2290,BD.4178,BD,NH,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,60.2,-127.4,"Canada, British Columbia",July,2008,200807,1,6,6,1,Slough 2009,,-4.3,50.2,482,12.5,616,0,60.2
2291,RV.366,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.255,-126.9738889,"Norman Wells, W side of Mackenzie River - Canol trailhead, Northwest Territories, Canada",June - July,2007,200706,2,10,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-5.7,53.3,321,16.35,242,10,65.255
2292,RV.364,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.29055556,-126.8761111,"Norman Wells, Bosworth Creek  upper bridge, Northwest Territories, Canada",June - July,2007,200706,2,13,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-5.7,53.2,319,16.35,242,13,65.29055556
2293,RV.367,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.22583333,-126.8522222,"Norman Wells, W side of Mackenzie River - Stop 1, Northwest Territories, Canada",June - July,2007,200706,2,3,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-5.7,53.1,321,16.35,242,3,65.22583333
2294,RV.371,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.29638889,-126.8313889,"Norman Wells, Honey Bucket Road slough, Northwest Territories, Canada",June - July,2007,200706,2,4,1,0.25,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-6.2,52.8,319,16.35,242,3,65.29638889
2295,RV.402,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.29638889,-126.8313889,"Norman Wells, Honey Bucket Road slough, Northwest Territories, Canada",June - July,2008,200806,2,11,1,0.090909,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-6.2,52.8,319,14.75,454,10,65.29638889
2296,RV.403,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.29638889,-126.8313889,"Norman Wells, Honey Bucket Road slough, Northwest Territories, Canada",June - July,2008,200806,2,4,1,0.25,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-6.2,52.8,319,14.75,454,3,65.29638889
2297,RV.373,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.275,-126.7891667,"Norman Wells, Loomis Greenhouse pond, Northwest Territories, Canada",June - July,2007,200706,2,37,2,0.054054,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-5.7,53,320,16.35,242,35,65.275
2298,RV.368,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.22694444,-126.7733333,"Norman Wells, W side of Mackenzie River - Stop 2, Northwest Territories, Canada",June - July,2007,200706,2,8,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-5.7,53,321,16.35,242,8,65.22694444
2299,RV.374,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.26305556,-126.7263889,"Norman Wells, VOR tower road ponds, Northwest Territories, Canada",June - July,2007,200706,2,1,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-5.9,52.9,319,16.35,242,1,65.26305556
2300,RV.404,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.26305556,-126.7263889,"Norman Wells, VOR tower road ponds, Northwest Territories, Canada",June - July,2008,200806,2,12,3,0.25,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-5.9,52.9,319,14.75,454,9,65.26305556
2301,RV.405,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.26305556,-126.7263889,"Norman Wells, VOR tower road ponds, Northwest Territories, Canada",June - July,2008,200806,2,1,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-5.9,52.9,319,14.75,454,1,65.26305556
2302,RV.363,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.26,-126.6977778,"Norman Wells, Airstrip area, Northwest Territories, Canada",June - July,2007,200706,2,5,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-6,52.8,321,16.35,242,5,65.26
2303,RV.369,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.25222222,-126.6647222,"Norman Wells, DOT Pond, Northwest Territories, Canada",June - July,2007,200706,2,1,1,1,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-6.2,52.8,322,16.35,242,0,65.25222222
2304,RV.370,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.25222222,-126.6647222,"Norman Wells, DOT Pond, Northwest Territories, Canada",June - July,2007,200706,2,6,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-6.2,52.8,322,16.35,242,6,65.25222222
2305,RV.401,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.25222222,-126.6647222,"Norman Wells, DOT pond, Northwest Territories, Canada",June - July,2008,200806,2,5,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-6.2,52.8,322,14.75,454,5,65.25222222
2306,RV.372,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.29305556,-126.6061111,"Norman Wells, Jackfish Lake - east end, Northwest Territories, Canada",June - July,2007,200706,2,1,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-7.9,51.7,333,16.35,242,1,65.29305556
2307,RV.365,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,65.30333333,-126.1836111,"Norman Wells, Bosworth Creek - origin, Northwest Territories, Canada",June - July,2007,200706,2,7,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-7.3,52.2,326,15.25,248.5,7,65.30333333
2308,RV.407,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Juvenile,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,67.03444444,-126.0994444,"Colville Lake, Colville Lily Pond, Northwest Territories, Canada",June - July,2008,200806,2,9,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-9.2,49.7,247,10.6,343.5,9,67.03444444
2309,RV.408,RV,SS,Lithobates sylvaticus,Ranidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Ranavirus,FV3,Virus,PCR,,direct,endoparasite,67.03444444,-126.0994444,"Colville Lake, Colville Lily Pond, Northwest Territories, Canada",June - July,2008,200806,2,1,0,0,Schock DM et al 2010,"Schock DM, Ruthig GR, Collins JP, Kutz SJ and others (2010) Amphibian chytrid fungus and ranaviruses in the Northwest Territories, Canada. Dis Aquat Org 92:231-240. https://doi.org/10.3354/dao02134",-9.2,49.7,247,10.6,343.5,1,67.03444444
